25.525|0.20896
25.549|0.20959
25.549|0.21011
25.549|0.21066
25.549|0.21121
25.549|0.21177
25.549|0.21232
25.549|0.21286
25.549|0.21335
25.596|0.21399
25.596|0.21479
25.596|0.21533
25.596|0.21615
25.596|0.21671
25.643|0.21719
25.643|0.21753
25.690|0.21808
25.690|0.21863
25.690|0.21918
25.690|0.22001
25.690|0.22055
25.690|0.22109
25.690|0.22165
25.643|0.22220
25.643|0.22274
25.643|0.22329
25.643|0.22385
25.643|0.22440
25.643|0.22495
25.631|0.22549
25.596|0.22603
25.596|0.22659
25.596|0.22714
25.596|0.22768
25.596|0.22823
25.596|0.22879
25.584|0.22934
25.572|0.22989
25.572|0.23044
25.572|0.23098
25.572|0.23153
25.572|0.23208
25.572|0.23262
25.549|0.23317
25.525|0.23373
25.495|0.23428
25.461|0.23483
25.407|0.23538
25.349|0.23565
25.266|0.23620
25.213|0.23647
25.148|0.23702
25.054|0.23756
24.937|0.23784
24.865|0.23832
24.795|0.23855
24.713|0.23887
24.601|0.23921
24.530|0.23938
24.443|0.23969
24.319|0.23997
24.224|0.24017
24.112|0.24038
24.024|0.24068
23.913|0.24093
23.782|0.24116
23.676|0.24148
23.553|0.24171
23.441|0.24203
23.288|0.24225
23.171|0.24260
23.029|0.24274
22.924|0.24299
22.840|0.24315
22.735|0.24340
22.629|0.24354
22.523|0.24361
22.411|0.24381
22.299|0.24397
22.217|0.24418
22.123|0.24436
22.052|0.24450
21.952|0.24472
21.852|0.24491
21.734|0.24512
21.640|0.24525
21.523|0.24532
21.422|0.24548
21.310|0.24573
21.204|0.24583
21.122|0.24601
21.016|0.24617
20.898|0.24628
20.792|0.24642
20.675|0.24663
20.581|0.24665
20.474|0.24690
20.368|0.24697
20.251|0.24711
20.163|0.24717
20.050|0.24727
19.944|0.24745
19.886|0.24752
19.779|0.24766
19.691|0.24772
19.591|0.24782
19.474|0.24800
19.403|0.24800
19.309|0.24814
19.203|0.24827
19.097|0.24827
19.003|0.24837
18.885|0.24855
18.815|0.24855
18.720|0.24863
18.614|0.24875
18.520|0.24882
18.425|0.24891
18.319|0.24896
18.213|0.24910
18.120|0.24923
18.026|0.24923
